"customer","product","count"
6379958925,"Yellow Shampoo & Conditioner (8oz Set)",3
2827575951414,"Yellow Shampoo and Conditioner (16oz Set)",3
2870326067254,"Hair Mask (8oz)",3
241142595610,"2-in-1 Conditioner (16 oz)",3
2707097813046,"Yellow Shampoo and Conditioner (16oz Set)",3
234519625754,"2-in-1 Conditioner (16 oz)",3
226107162650,"Yellow Shampoo and Conditioner (16oz Set)",3
1401898631222,"Yellow Shampoo & Conditioner (8oz Set)",3
1175218520118,"Yellow Shampoo & Conditioner (8oz Set)",3
2326841589814,"Hair Mask (8oz)",3
3428081729590,"Hair Mask (8oz)",3
519200473142,"Yellow Styling Cream (4oz)",3
3125122662454,"Hair Mask (8oz)",3
5156789256246,"Yellow Shampoo and Conditioner (16oz Set)",3
3222646620214,"Yellow Shampoo & Conditioner (8oz Set)",3
1400207605814,"Yellow Shampoo and Conditioner (16oz Set)",3
3172928028726,"Yellow Shampoo & Conditioner (8oz Set)",3
3470634753,"Yellow Shampoo & Conditioner (8oz Set)",3
2960820437046,"Hair Mask (8oz)",3
322088468506,"Yellow Shampoo  (16oz)",3
234531291162,"Hair Mask (8oz)",3
3369193504822,"Moisturizer (1.7oz)",3
1092406345782,"Yellow Shampoo and Conditioner (16oz Set)",3
309282308122,"Yellow Conditioner (16oz)",3
6380377229,"2-in-1 Conditioner (16 oz)",3
3559292272694,"Yellow Shampoo and Conditioner (16oz Set)",3
3454247206966,"Eye Cream (1oz)",3
3082090741814,"Hair Mask (8oz)",3
3434850049,"Hair Mask (8oz)",3
2723966091318,"Yellow Shampoo and Conditioner (16oz Set)",3
1473442775094,"Hair Mask (8oz)",3
3131726987318,"Yellow Shampoo & Conditioner (8oz Set)",3
3556871831606,"Red Shampoo and Body Wash (8oz)",3
309282308122,"Yellow Shampoo  (16oz)",3
1396666073142,"Facial (5oz)",3
6530197133,"Blue Shampoo and Conditioner",3
252393619482,"Yellow Shampoo and Conditioner (16oz Set)",3
739478503478,"Blue Shampoo and Conditioner",3
1025290272822,"Moisturizer (1.7oz)",3
2891994113,"Yellow Styling Cream (4oz)",3
3454247206966,"Moisturizer (1.7oz)",3
3170693972022,"Yellow Shampoo  (16oz)",3
3003802714166,"2-in-1 Conditioner (16 oz)",3
5367441037,"Yellow Shampoo  (16oz)",3
6404498061,"Blue Shampoo and Conditioner",3
1392631382070,"Facial (5oz)",3
566483025974,"Yellow Shampoo  (16oz)",3
238754267162,"Yellow Shampoo and Conditioner (16oz Set)",3
846481883190,"Yellow Shampoo & Conditioner (8oz Set)",3
566051504182,"Yellow Conditioner (16oz)",3
3578275201078,"Blue Shampoo and Conditioner",3
1074731089974,"Yellow Shampoo  (16oz)",3
6380377229,"Yellow Conditioner (16oz)",3
852525514806,"Yellow Shampoo & Conditioner (8oz Set)",3
1385719595062,"Blue Shampoo and Conditioner",3
3261267017782,"Moisturizer (1.7oz)",3
1418462691382,"Moisturizer (1.7oz)",3
1222411190326,"Yellow Shampoo and Conditioner (16oz Set)",3
4180418369,"Yellow Shampoo & Conditioner (8oz Set)",3
3388035661878,"Yellow Shampoo and Conditioner (16oz Set)",3
235366154266,"Yellow Styling Cream (4oz)",3
59714207770,"Yellow Shampoo  (16oz)",3
3046809436214,"Moisturizer (1.7oz)",3
3435670465,"Yellow Shampoo  (16oz)",3
2891994113,"Yellow Shampoo  (16oz)",3
2835195232310,"2-in-1 Conditioner (16 oz)",3
590441185334,"Good Luck Serum (2oz)",3
3423555911734,"Blue Shampoo and Conditioner",3
2920529723446,"Hair Mask (8oz)",3
2686312742966,"Blue Shampoo and Conditioner",3
1024057638966,"Moisturizer (1.7oz)",3
136226111514,"Yellow Shampoo  (16oz)",3
3993695873,"Yellow Conditioner (16oz)",3
6404498061,"Moisturizer (1.7oz)",3
538758873142,"Yellow Shampoo and Conditioner (16oz Set)",3
2752686653494,"Yellow Shampoo and Conditioner (16oz Set)",3
1024057638966,"Good Luck Serum (2oz)",3
1456086122550,"Yellow Shampoo and Conditioner (16oz Set)",3
3545680543798,"Moisturizer (1.7oz)",3
1175657480246,"Yellow Shampoo & Conditioner (8oz Set)",3
6702922125,"Yellow Shampoo & Conditioner (8oz Set)",3
2247740555318,"Yellow Shampoo  (16oz)",3
70822952986,"Yellow Shampoo  (16oz)",3
5048229822518,"Eye Cream (1oz)",3
1390217789494,"Yellow Shampoo and Conditioner (16oz Set)",3
544735002678,"Yellow Shampoo and Conditioner (16oz Set)",3
3313930174518,"Good Luck Serum (2oz)",3
234531291162,"Yellow Styling Cream (4oz)",3
252393619482,"Yellow Shampoo  (16oz)",3
530696175670,"Yellow Shampoo  (16oz)",3
1401898631222,"Moisturizer (1.7oz)",3
6707096461,"2-in-1 Conditioner (16 oz)",3
1284551442486,"Yellow Shampoo and Conditioner (16oz Set)",3
6703966797,"Yellow Shampoo  (16oz)",3
3423555911734,"Moisturizer (1.7oz)",3
1157449941046,"Blue Shampoo and Conditioner",3
533128314934,"Yellow Shampoo & Conditioner (8oz Set)",3
242466619418,"Yellow Shampoo  (16oz)",3
1049928335414,"Yellow Shampoo and Conditioner (16oz Set)",3
6404498061,"Yellow Shampoo  (16oz)",3
3435670465,"Yellow Conditioner (16oz)",3
2326841589814,"Face Mask & Polishing Scrub (4oz)",3
1096777662518,"Blue Shampoo and Conditioner",3
543789023286,"Yellow Shampoo  (16oz)",3
570064699446,"Yellow Shampoo and Conditioner (16oz Set)",3
1157449941046,"Hair Mask (8oz)",3
6404498061,"Yellow Conditioner (16oz)",3
5005835533,"Yellow Shampoo  (16oz)",3
587498061878,"2-in-1 Conditioner (16 oz)",3
544735002678,"Yellow Conditioner (16oz)",3
5233132273718,"Yellow Shampoo and Conditioner (16oz Set)",3
32859422746,"Yellow Shampoo and Conditioner (16oz Set)",3
1024055476278,"Hair Mask (8oz)",3
3554907488310,"Yellow Shampoo and Conditioner (16oz Set)",3
3601015767094,"Yellow Shampoo and Conditioner (16oz Set)",3
1401898631222,"Good Luck Serum (2oz)",3
5155349758006,"Yellow Shampoo and Conditioner (16oz Set)",3
580171759670,"Blue Shampoo and Conditioner",3
731843002422,"Hair Mask (8oz)",3
731843002422,"Blue Shampoo and Conditioner",3
1392631382070,"Moisturizer (1.7oz)",3
240375627802,"Hair Mask (8oz)",3
5027641655350,"Moisturizer (1.7oz)",3
3511302389814,"2-in-1 Conditioner (16 oz)",3
5049088081974,"Blue Shampoo and Conditioner",3
236608389146,"Hair Mask (8oz)",3
1162539991094,"Yellow Shampoo & Conditioner (8oz Set)",3
5126100582454,"Hair Mask (8oz)",2
3291251310646,"Yellow Shampoo and Conditioner (16oz Set)",2
3556871831606,"Yellow Styling Cream (4oz)",2
503205036086,"Yellow Conditioner (16oz)",2
1024061374518,"Yellow Shampoo and Conditioner (16oz Set)",2
3046809436214,"Blue Shampoo and Conditioner",2
521483092022,"Yellow Conditioner (16oz)",2
1421073154102,"Yellow Shampoo  (16oz)",2
3058998968374,"Yellow Shampoo  (16oz)",2
5462333517,"Yellow Conditioner (16oz)",2
5070594277430,"Face Mask & Polishing Scrub (4oz)",2
3379009257526,"Yellow Shampoo and Conditioner (16oz Set)",2
2812092088374,"Moisturizer (1.7oz)",2
569494437942,"Yellow Shampoo  (16oz)",2
6380377229,"Hair Mask (8oz)",2
846730264630,"2-in-1 Conditioner (16 oz)",2
1030574243894,"Yellow Shampoo and Conditioner (16oz Set)",2
2880625705014,"Yellow Shampoo  (16oz)",2
3610758053942,"Yellow Shampoo & Conditioner (8oz Set)",2
6802385357,"Yellow Styling Cream (4oz)",2
742844760118,"Good Luck Serum (2oz)",2
2686833819702,"Eye Cream (1oz)",2
3185830854710,"Yellow Conditioner (16oz)",2
1082699186230,"Yellow Conditioner (16oz)",2
560111812662,"2-in-1 Conditioner (16 oz)",2
5108494008374,"Face Mask & Polishing Scrub (4oz)",2
3158253240374,"Yellow Shampoo  (16oz)",2
1024439746614,"2-in-1 Conditioner (16 oz)",2
2245218959414,"Blue Shampoo and Conditioner",2
590441185334,"Yellow Shampoo and Conditioner (16oz Set)",2
1241585057846,"Yellow Shampoo  (16oz)",2
5027641655350,"Facial (5oz)",2
3434850049,"Yellow Styling Cream (4oz)",2
5260352880694,"Good Luck Serum (2oz)",2
731843002422,"Hair Treatment(6oz)",2
2299561665,"2-in-1 Conditioner (16 oz)",2
3122667649,"Yellow Shampoo and Conditioner (16oz Set)",2
5057794736182,"Yellow Shampoo and Conditioner (16oz Set)",2
6404498061,"Yellow Shampoo and Conditioner (16oz Set)",2
3315728351286,"Hair Mask (8oz)",2
538758873142,"2-in-1 Conditioner (16 oz)",2
544735002678,"2-in-1 Conditioner (16 oz)",2
582158450742,"2-in-1 Conditioner (16 oz)",2
566051504182,"Yellow Shampoo & Conditioner (8oz Set)",2
731843002422,"2-in-1 Conditioner (16 oz)",2
3575773528118,"Yellow Shampoo & Conditioner (8oz Set)",2
3376002662454,"Yellow Shampoo & Conditioner (8oz Set)",2
544211107894,"Yellow Shampoo & Conditioner (8oz Set)",2
5070594277430,"Moisturizer (1.7oz)",2
1088431587382,"Yellow Shampoo & Conditioner (8oz Set)",2
1493985820726,"Yellow Shampoo and Conditioner (16oz Set)",2
1400102486070,"Yellow Shampoo  (16oz)",2
40136769562,"Yellow Shampoo  (16oz)",2
5375291129910,"Moisturizer (1.7oz)",2
1025949532214,"2-in-1 Conditioner (16 oz)",2
522213326902,"Hair Mask (8oz)",2
3311374467126,"Yellow Shampoo and Conditioner (16oz Set)",2
1082699186230,"Yellow Shampoo and Conditioner (16oz Set)",2
1456086122550,"Yellow Shampoo  (16oz)",2
5116636364854,"Hair Mask (8oz)",2
3601437261878,"Red Shampoo and Body Wash (8oz)",2
1429414969398,"Yellow Shampoo and Conditioner (16oz Set)",2
3560886796342,"Good Luck Serum (2oz)",2
1245733158966,"Blue Shampoo and Conditioner",2
2923350229046,"Yellow Shampoo and Conditioner (16oz Set)",2
5087582814262,"Yellow Shampoo & Conditioner (8oz Set)",2
30788976666,"Yellow Shampoo  (16oz)",2
588852330550,"Yellow Shampoo  (16oz)",2
1392516792374,"2-in-1 Conditioner (16 oz)",2
545246511158,"Blue Shampoo and Conditioner",2
3435023297,"Yellow Shampoo & Conditioner (8oz Set)",2
1094665011254,"Yellow Shampoo and Conditioner (16oz Set)",2
3172928028726,"Facial (5oz)",2
3428081729590,"Hair Treatment(6oz)",2
3456659423286,"Yellow Styling Cream (4oz)",2
586774347830,"Blue Shampoo and Conditioner",2
3483034845238,"Yellow Shampoo  (16oz)",2
1069325975606,"Yellow Shampoo  (16oz)",2
3416031232054,"Yellow Shampoo & Conditioner (8oz Set)",2
6566946765,"Yellow Shampoo and Conditioner (16oz Set)",2
3505007427638,"Yellow Styling Cream (4oz)",2
6380377229,"Red Shampoo and Body Wash (8oz)",2
1305486983222,"Yellow Shampoo and Conditioner (16oz Set)",2
2789167661110,"Yellow Shampoo  (16oz)",2
5143815913526,"Moisturizer (1.7oz)",2
3621211340854,"2-in-1 Conditioner (16 oz)",2
5367441037,"Yellow Shampoo and Conditioner (16oz Set)",2
532960968758,"Yellow Styling Cream (4oz)",2
2652823126070,"Blue Shampoo and Conditioner",2
1128490106934,"Yellow Styling Cream (4oz)",2
580107239478,"Blue Shampoo and Conditioner",2
5101952565302,"Red Shampoo and Body Wash (8oz)",2
1396666073142,"Eye Cream",2
852525514806,"Hair Mask (8oz)",2
5040513581110,"Moisturizer (1.7oz)",2
3358388748342,"Yellow Styling Cream (4oz)",2
595342458934,"Hair Mask (8oz)",2
6380377229,"Yellow Shampoo  (16oz)",2
2857921216566,"Yellow Shampoo  (16oz)",2
1401123602486,"Yellow Styling Cream (4oz)",2
535025156150,"Yellow Shampoo & Conditioner (8oz Set)",2
234519625754,"Yellow Shampoo and Conditioner (16oz Set)",2
490850451510,"Yellow Shampoo  (16oz)",2
1235304087606,"Good Luck Serum (2oz)",2
1252802166838,"Yellow Styling Cream (4oz)",2
2849671839798,"Eye Cream (1oz)",2
1005261717558,"Yellow Shampoo and Conditioner (16oz Set)",2
192975503386,"Yellow Shampoo  (16oz)",2
2247740555318,"Facial (5oz)",2
5026997403702,"Yellow Shampoo and Conditioner (16oz Set)",2
4508679617,"Yellow Conditioner (16oz)",2
5073155096630,"Yellow Styling Cream (4oz)",2
5235781894198,"Blue Shampoo and Conditioner",2
152225808410,"Yellow Shampoo  (16oz)",2
1357955039286,"Yellow Shampoo  (16oz)",2
2668991316022,"Yellow Shampoo and Conditioner (16oz Set)",2
1019652472886,"Blue Shampoo and Conditioner",2
3993695873,"Yellow Shampoo and Conditioner (16oz Set)",2
4261325633,"Yellow Shampoo and Conditioner (16oz Set)",2
3127287021622,"Yellow Shampoo & Conditioner (8oz Set)",2
235668144154,"Yellow Conditioner (16oz)",2
579201302582,"Blue Shampoo and Conditioner",2
177586044954,"Yellow Shampoo & Conditioner (8oz Set)",2
3387232649270,"Moisturizer (1.7oz)",2
2554880852022,"Yellow Shampoo  (16oz)",2
1515658706998,"Yellow Shampoo and Conditioner (16oz Set)",2
513583579190,"Yellow Shampoo  (16oz)",2
5005835533,"Hair Mask (8oz)",2
3300556079158,"Good Luck Serum (2oz)",2
41333751834,"Yellow Shampoo  (16oz)",2
595602276406,"2-in-1 Conditioner (16 oz)",2
2730944200758,"Red Shampoo and Body Wash (8oz)",2
1284551442486,"Blue Shampoo and Conditioner",2
6600826125,"Yellow Conditioner (16oz)",2
1024691863606,"2-in-1 Conditioner (16 oz)",2
1050691239990,"Yellow Conditioner (16oz)",2
3358388748342,"Yellow Shampoo & Conditioner (8oz Set)",2
849826742326,"Yellow Shampoo & Conditioner (8oz Set)",2
1013852405814,"Yellow Shampoo and Conditioner (16oz Set)",2
1082699186230,"Blue Shampoo and Conditioner",2
1380467408950,"Facial (5oz)",2
5251233382454,"Yellow Shampoo & Conditioner (8oz Set)",2
3551010291766,"Yellow Conditioner (16oz)",2
2466957761,"2-in-1 Conditioner (16 oz)",2
5070594277430,"Good Luck Serum (2oz)",2
5686571149,"Yellow Shampoo & Conditioner (8oz Set)",2
3209771024438,"Yellow Shampoo and Conditioner (16oz Set)",2
584637284406,"Blue Shampoo and Conditioner",2
1357955039286,"Yellow Shampoo and Conditioner (16oz Set)",2
1493985820726,"2-in-1 Conditioner (16 oz)",2
551095271478,"2-in-1 Conditioner (16 oz)",2
3412375306294,"Yellow Shampoo  (16oz)",2
3129005047862,"Yellow Shampoo & Conditioner (8oz Set)",2
544944193590,"2-in-1 Conditioner (16 oz)",2
5048229822518,"Yellow Styling Cream (4oz)",2
3315728351286,"Yellow Shampoo & Conditioner (8oz Set)",2
4748318861,"Yellow Shampoo & Conditioner (8oz Set)",2
566415523894,"Yellow Shampoo and Conditioner (16oz Set)",2
578888892470,"Blue Shampoo and Conditioner",2
2900246921270,"Moisturizer (1.7oz)",2
3154918604854,"Yellow Shampoo and Conditioner (16oz Set)",2
3129005047862,"Hair Mask (8oz)",2
5005835533,"Yellow Conditioner (16oz)",2
2721467662390,"Yellow Shampoo and Conditioner (16oz Set)",2
542966349878,"Yellow Shampoo and Conditioner (16oz Set)",2
3439366570038,"Hair Treatment(6oz)",2
2592757697,"2-in-1 Conditioner (16 oz)",2
3119237103670,"Blue Shampoo and Conditioner",2
742759366710,"Yellow Shampoo and Conditioner (16oz Set)",2
5105811456054,"Eye Cream (1oz)",2
3160897880118,"Facial (5oz)",2
1493985820726,"Yellow Conditioner (16oz)",2
155757051930,"Yellow Shampoo  (16oz)",2
3546764574774,"Blue Shampoo and Conditioner",2
2691652091958,"Yellow Shampoo & Conditioner (8oz Set)",2
3369193504822,"Eye Cream (1oz)",2
4126229633,"Yellow Styling Cream (4oz)",2
14209024026,"Yellow Conditioner (16oz)",2
2960820437046,"2-in-1 Conditioner (16 oz)",2
6708310349,"Yellow Shampoo  (16oz)",2
3116047859766,"Moisturizer (1.7oz)",2
5282090483766,"Moisturizer (1.7oz)",2
5086897537078,"Yellow Shampoo and Conditioner (16oz Set)",2
5076097037,"Yellow Shampoo  (16oz)",2
3545154748470,"Yellow Shampoo and Conditioner (16oz Set)",2
1380467408950,"Moisturizer (1.7oz)",2
1402377961526,"Eye Cream (1oz)",2
501048016950,"Yellow Conditioner (16oz)",2
3046809436214,"Facial (5oz)",2
2710589341750,"Yellow Shampoo and Conditioner (16oz Set)",2
559442001974,"Hair Mask (8oz)",2
5048229822518,"Moisturizer (1.7oz)",2
5126382977078,"2-in-1 Conditioner (16 oz)",2
3172928028726,"Moisturizer (1.7oz)",2
544944193590,"Yellow Conditioner (16oz)",2
4090398401,"Yellow Shampoo and Conditioner (16oz Set)",2
5260352880694,"Eye Cream (1oz)",2
177586044954,"Yellow Shampoo  (16oz)",2
5251233382454,"2-in-1 Conditioner (16 oz)",2
3172928028726,"Eye Cream",2
3023296790582,"Blue Shampoo and Conditioner",2
2662900039734,"Moisturizer (1.7oz)",2
3588704174134,"Red Shampoo and Body Wash (8oz)",2
5038721466422,"Yellow Conditioner (16oz)",2
553709862966,"Yellow Shampoo  (16oz)",2
5060133978166,"Yellow Shampoo & Conditioner (8oz Set)",2
5126100582454,"Yellow Styling Cream (4oz)",2
521491513398,"Yellow Shampoo and Conditioner (16oz Set)",2
6827081613,"Yellow Styling Cream (4oz)",2
1392631382070,"Eye Cream (1oz)",2
3387407233,"Yellow Shampoo  (16oz)",2
1096777662518,"Yellow Conditioner (16oz)",2
1447302266934,"Yellow Shampoo  (16oz)",2
2449572545,"Yellow Shampoo & Conditioner (8oz Set)",2
490850451510,"Hair Mask (8oz)",2
3422681333814,"Yellow Shampoo & Conditioner (8oz Set)",2
732455731254,"Yellow Shampoo & Conditioner (8oz Set)",2
1516456312886,"Blue Shampoo and Conditioner",2
3367560773686,"Yellow Shampoo and Conditioner (16oz Set)",2
545925136438,"Yellow Shampoo & Conditioner (8oz Set)",2
739478503478,"Moisturizer (1.7oz)",2
2853306466358,"Yellow Shampoo & Conditioner (8oz Set)",2
1030134825014,"Yellow Shampoo  (16oz)",2
1096777662518,"Eye Cream",2
1094665011254,"Blue Shampoo and Conditioner",2
4126229633,"Yellow Shampoo & Conditioner (8oz Set)",2
523933122614,"Yellow Conditioner (16oz)",2
2247740555318,"Moisturizer (1.7oz)",2
1092406345782,"Yellow Conditioner (16oz)",2
5070594277430,"Eye Cream (1oz)",2
3613534552118,"Good Luck Serum (2oz)",2
309282308122,"Yellow Shampoo and Conditioner (16oz Set)",2
2954678304822,"Yellow Shampoo  (16oz)",2
566483025974,"Yellow Shampoo and Conditioner (16oz Set)",2
272079257626,"Yellow Shampoo & Conditioner (8oz Set)",2
1400825479222,"Moisturizer (1.7oz)",2
5530075213,"Yellow Conditioner (16oz)",2
2827575951414,"Hair Mask (8oz)",2
590441185334,"Yellow Shampoo  (16oz)",2
1128490106934,"Hair Mask (8oz)",2
542966349878,"Yellow Shampoo  (16oz)",2
6530197133,"Yellow Styling Cream (4oz)",2
1312473055286,"Hair Mask (8oz)",2
2686833819702,"Moisturizer (1.7oz)",2
1293414531126,"Hair Mask (8oz)",2
3172928028726,"Blue Shampoo and Conditioner",2
3434850049,"2-in-1 Conditioner (16 oz)",2
1446584123446,"2-in-1 Conditioner (16 oz)",2
1025949532214,"Yellow Shampoo and Conditioner (16oz Set)",2
2701919813686,"Yellow Shampoo & Conditioner (8oz Set)",2
3621211340854,"Good Luck Serum (2oz)",2
56519065626,"Yellow Shampoo & Conditioner (8oz Set)",2
3046187761718,"Yellow Shampoo & Conditioner (8oz Set)",2
538758873142,"Hair Mask (8oz)",2
1128490106934,"Yellow Shampoo and Conditioner (16oz Set)",2
5341616504886,"Yellow Conditioner (16oz)",2
5087582814262,"Hair Mask (8oz)",2
523695783990,"Yellow Shampoo  (16oz)",2
151432036378,"Yellow Conditioner (16oz)",2
3412375306294,"Yellow Conditioner (16oz)",2
1370316308534,"Yellow Shampoo  (16oz)",2
2923350229046,"Yellow Styling Cream (4oz)",2
1030134825014,"Blue Shampoo and Conditioner",2
1287304642614,"Hair Mask (8oz)",2
2461102849,"Yellow Shampoo & Conditioner (8oz Set)",2
2380201793,"2-in-1 Conditioner (16 oz)",2
