"date","customer","id","product","price"
"2016-03-27",2633742849,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-03-28",2634520897,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-07-13",2638601281,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-13",2638601281,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-04-01",2672441217,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-11-25",2681036481,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-10",2681036481,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-04-04",2688792065,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-04-16",2752652545,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-12",2838374081,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-11-24",2838374081,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-11-25",2838374081,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-26",2838374081,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-26",2838374081,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-26",2838374081,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-07-17",2838374081,8734170546230,"Blue Shampoo and Conditioner",35.97
"2018-11-23",2838374081,8734170546230,"Blue Shampoo and Conditioner",35.97
"2018-11-23",2838374081,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2018-11-23",2838374081,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-23",2838374081,8879208038454,"Eye Cream",27.97
"2018-11-26",2838374081,8879208038454,"Eye Cream",27.97
"2019-07-13",2838374081,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-07-13",2838374081,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-07-13",2838374081,18912461324342,"Facial (5oz)",19.97
"2019-11-28",2838374081,20047163490358,"Moisturizer (1.7oz)",24.97
"2019-11-28",2838374081,8734170546230,"Blue Shampoo and Conditioner",35.97
"2020-03-30",2838374081,37162194829,"Hair Mask (8oz)",29.97
"2020-03-30",2838374081,8734170546230,"Blue Shampoo and Conditioner",35.97
"2016-05-02",2854765313,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-07-18",2891994113,8734170546230,"Blue Shampoo and Conditioner",35.97
"2018-09-11",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2018-09-11",2891994113,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-09-12",2891994113,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-09-12",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2018-09-12",2891994113,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-03-18",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2019-09-03",2891994113,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-12-01",2891994113,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-12-01",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2020-05-07",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2020-05-07",2891994113,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-10-14",2891994113,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-10-14",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2021-11-26",2891994113,37162194829,"Hair Mask (8oz)",29.97
"2016-05-10",2911392257,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-05-10",2911392257,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-05-10",2911392257,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-05-15",2941661953,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-05-15",2941661953,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-05-16",2944275329,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-05-16",2944275329,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-01-18",2944275329,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-01-18",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-01-18",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-05-24",2944275329,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-05-24",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-05-24",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-05-24",2944275329,37162194829,"Hair Mask (8oz)",29.97
"2017-10-22",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-10-22",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-27",2944275329,37162194829,"Hair Mask (8oz)",29.97
"2018-06-27",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-06-27",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-09-18",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2018-11-23",2944275329,37162194829,"Hair Mask (8oz)",29.97
"2018-11-23",2944275329,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-23",2944275329,8879208038454,"Eye Cream",27.97
"2019-03-06",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-05-06",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-05-06",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-02",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-02",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-10-01",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-10-01",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-10-01",2944275329,20047163490358,"Moisturizer (1.7oz)",24.97
"2019-10-01",2944275329,37162194829,"Hair Mask (8oz)",29.97
"2019-11-15",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-11-15",2944275329,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-01-14",2944275329,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-01-14",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2020-07-27",2944275329,37162194829,"Hair Mask (8oz)",29.97
"2020-07-27",2944275329,8734170546230,"Blue Shampoo and Conditioner",35.97
"2020-07-27",2944275329,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-05-18",3093350977,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-05-23",3122667649,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-11-25",3122667649,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-27",3122667649,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-27",3122667649,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-07-17",3122667649,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-10-30",3122667649,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2018-10-30",3122667649,37162194829,"Hair Mask (8oz)",29.97
"2018-10-30",3122667649,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-07-16",3122667649,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2020-10-13",3122667649,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-11-25",3136897665,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-06-09",3234501953,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-06-10",3236708673,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-02-27",3240606593,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-16",3240606593,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-10-16",3240606593,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-04-30",3240606593,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-12-15",3240606593,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-05-30",3240606593,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-12",3294093825,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-07-01",3373693889,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-07-11",3387407233,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-07-11",3387407233,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-02",3387407233,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-02",3387407233,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-05-03",3387407233,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-05-03",3387407233,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-08-26",3387407233,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2016-07-03",3389757441,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-04-20",3389757441,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-04-20",3389757441,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-06",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-11-26",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-02-20",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-03-20",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-04-09",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-05-30",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-06-16",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-06-25",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-09-24",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-01",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-24",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-24",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-03-28",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-05-18",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-07-06",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-08-23",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-08-23",3401516993,8734170546230,"Blue Shampoo and Conditioner",35.97
"2018-08-23",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2018-09-27",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-09-27",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2018-10-18",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-10-30",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2018-11-23",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-11-23",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2018-11-23",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-01-09",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-01-09",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-01-28",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-01-28",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-03-09",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-03-09",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-04-11",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-04-11",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-04-11",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-05-26",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-07-03",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-07-14",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-14",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-09-20",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-09-20",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2019-11-29",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-11-29",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-01-21",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-01-21",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-03-11",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-03-11",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-03-11",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-05-04",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-05-04",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-06-25",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-09-14",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-09-14",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-10-13",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-10-13",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2020-12-20",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2020-12-20",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-01-25",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-01-25",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-01-25",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-03-26",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-03-26",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-03-26",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-05-14",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-05-14",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-05-14",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-05-14",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-07-07",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-07-07",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-07-07",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-09-01",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-09-01",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-09-01",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-10-15",3401516993,32845171064886,"Hair Treatment(6oz)",24.97
"2021-10-15",3401516993,37162194829,"Hair Mask (8oz)",29.97
"2021-10-15",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-11-08",3401516993,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-11-08",3401516993,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-10",3426516673,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-11",3430928641,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-05-12",3431424385,37162194829,"Hair Mask (8oz)",29.97
"2017-11-24",3431424385,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",3431424385,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-11",3432177217,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-11",3432177217,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-12-10",3432177217,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-09",3434553729,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-12",3434850049,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-07-12",3434850049,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-25",3434850049,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-25",3434850049,37162194829,"Hair Mask (8oz)",29.97
"2018-11-23",3434850049,37162194829,"Hair Mask (8oz)",29.97
"2019-07-15",3434850049,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-07-15",3434850049,37162194829,"Hair Mask (8oz)",29.97
"2016-07-12",3435023297,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-09-19",3435023297,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-01-08",3435023297,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-04-02",3435023297,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-04-02",3435023297,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-07-12",3435377601,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-07-12",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-10-25",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-11-26",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-10",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-07-16",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-11-24",3435452737,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-24",3435452737,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-11-26",3435670465,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-11",3435670465,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-11",3435670465,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-06-20",3435670465,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-06-20",3435670465,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-06-20",3435670465,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-15",3435670465,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-07-03",3435670465,29897667725,"Yellow Conditioner (16oz)",29.91
"2016-07-12",3435904513,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-07-12",3435904513,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-07-12",3437410177,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-12",3437410177,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-04-11",3437410177,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-04-11",3437410177,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-10-01",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-02-11",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-06-25",3437410177,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-16",3437410177,37162194829,"Hair Mask (8oz)",29.97
"2019-07-16",3437410177,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-16",3437410177,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-11-28",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-10-13",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2021-03-04",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2021-07-21",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2021-11-26",3437410177,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2016-07-14",3449248641,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-09-06",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-11-26",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-02-24",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-04-19",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-09-25",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-24",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-02-20",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-06-27",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-07-16",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-06",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-23",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-02-24",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-04-13",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-07-14",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-06-14",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-10-11",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-10-13",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-03-05",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-05-09",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-06-21",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-10-01",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-11-26",3449248641,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-10-14",3463329281,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-11-25",3463329281,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-24",3463329281,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-24",3463329281,29897667725,"Yellow Conditioner (16oz)",29.91
"2016-07-16",3470634753,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-11-14",3470634753,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-11-26",3470634753,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-20",3512498945,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-22",3529659777,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-29",3585891201,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-07-30",3589591425,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-07-30",3589591425,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-07",3646549313,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-07",3646549313,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-08-13",3704783745,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-08-13",3704783745,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-17",3735884993,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-18",3737992769,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-08-24",3786986049,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-26",3804674561,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-08-26",3807421249,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-08-27",3814761537,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-11-28",3814761537,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-09-08",3906746049,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-09-10",3927977409,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-09-10",3927977409,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-09-10",3930573377,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-01-24",3930573377,29897659469,"Yellow Shampoo  (16oz)",28.64
"2016-09-17",3993695873,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2016-10-23",3993695873,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-02-09",3993695873,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-12",3993695873,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-01-30",3993695873,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-12-05",3993695873,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-09-11",3993695873,18912461324342,"Facial (5oz)",19.97
"2020-10-14",3993695873,32632487673910,"Red Shampoo and Body Wash (8oz)",22.97
"2020-10-14",3993695873,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2016-09-22",4039537537,17012202561,"Yellow Styling Cream (4oz)",19.47
"2016-11-29",4043137601,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-09-27",4090398401,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2016-11-27",4090398401,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-10",4090398401,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-29",4090398401,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-30",4090398401,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-11-30",4090398401,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-10-14",4090398401,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
